topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0606F,XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",NYT19990607.0382,3717,"Global warming is the change in the climate thought to occur because human activities add to a buildup of greenhouse gases such as carbon dioxide, methane and nitrous oxide.","3749, 3839","767, 858",the climate thought to occur because human activities add to a buildup of greenhouse gases,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",0,0.6004123
D0606F,XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",NYT19990720.0148,373,Researchers are increasingly convinced that carbon dioxide gas from the burning of fossil fuels is at least partly responsible for the marked warming of recent years.,"373, 539","767, 858",Researchers are increasingly convinced that carbon dioxide gas from the burning of fossil fuels is at least partly responsible for the marked warming of recent years.,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",0,0.51826537
D0606F,XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",NYT19990720.0148,373,Researchers are increasingly convinced that carbon dioxide gas from the burning of fossil fuels is at least partly responsible for the marked warming of recent years.,"417, 539","767, 858",carbon dioxide gas from the burning of fossil fuels is at least partly responsible for the marked warming of recent years.,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",0,0.5731426
D0606F,XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",NYT19991206.0093,2350,"The most obvious possible cause, they said, is global warming produced by heat-trapping waste industrial gases like carbon dioxide, which result from the burning of fossil fuels like coal, oil and natural gas.","2466, 2480;2488, 2559","767, 858","carbon dioxide...result from the burning of fossil fuels like coal, oil and natural gas.","Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",0,0.6510836
D0606F,XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.","767, 803","767, 858",Climate changes affecting the planet,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",0,0.6006554
D0606F,XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.","767, 858","767, 858","Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.","Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",0,0.7519538
D0606F,XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",XIE19971001.0046,1252,The declaration stated that global warming is underway and the overuse of fossil fuels is partly to blame.,"1252, 1358","767, 858",The declaration stated that global warming is underway and the overuse of fossil fuels is partly to blame.,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",0,0.6276616
D0606F,XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",XIE19971001.0046,1252,The declaration stated that global warming is underway and the overuse of fossil fuels is partly to blame.,"1311, 1358","767, 858",the overuse of fossil fuels is partly to blame.,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",0,0.57909656
D0606F,XIE19961017.0313,767,"Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",XIE20000216.0224,2022,"Evidence is mounting that emissions of greenhouse gases from burning fossil fuels, agriculture and deforestation are affecting climate, it added.","2022, 2156","767, 858","Evidence is mounting that emissions of greenhouse gases from burning fossil fuels, agriculture and deforestation are affecting climate","Climate changes affecting the planet are caused mainly by the burning of coal, oil and gas.",0,0.5016217
D0606F,XIE19961017.0313,859,"Huge quantities of pollutants like carbon dioxide trap more and more heat in the atmosphere, ultimately disrupting the global temperature balance.",APW19981112.1510,671,"But a number of governments, scientists and environmentalists meeting this week at a U.N. climate summit in the Argentine capital warned there could be more extreme weather if nations don't effectively cut greenhouse gas pollutants believed to cause Earth's undue warming.","847, 943","859, 950;952, 1005",nations don't effectively cut greenhouse gas pollutants believed to cause Earth's undue warming.,Huge quantities of pollutants like carbon dioxide trap more and more heat in the atmosphere...ultimately disrupting the global temperature balance.,0,0.53778607
D0606F,XIE19961017.0313,859,"Huge quantities of pollutants like carbon dioxide trap more and more heat in the atmosphere, ultimately disrupting the global temperature balance.",APW19990608.0009,1235,"Some scientists argue it reflects broader climate change as a result of heat trapping pollution, but others say it simply reflects cyclical temperature changes, including the El Nino phenomenon.","1235, 1330","859, 950;952, 1005",Some scientists argue it reflects broader climate change as a result of heat trapping pollution,Huge quantities of pollutants like carbon dioxide trap more and more heat in the atmosphere...ultimately disrupting the global temperature balance.,0,0.5875586
